ID,Date,Tweet,Reply_count,Retweet_count,Like_count
1322695009259429889,2020-11-01 00:20:39+00:00,"Securing the freedom of Americans held in captivity abroad has been a top national security priority of my Administration. Since the beginning of my Administration, we have rescued over 55 hostages and detainees in more than 24 countries.",149,760,5382
1322695008244432896,2020-11-01 00:20:39+00:00,"United States Special Forces executed a daring nighttime operation to rescue their fellow American with exceptional skill, precision, and bravery. No United States Service Members were harmed. The former hostage is currently in good health and has been reunited with his family.",48,307,1620
1322695007007068161,2020-11-01 00:20:38+00:00,"President @realDonaldTrump: ""Last night, at my direction, the United States military conducted a successful operation to rescue an American hostage in Nigeria, kidnapped just 96 hours earlier.",770,3079,16130
1322682262056558597,2020-10-31 23:30:00+00:00,https://t.co/bwvjroaZHi,594,649,3886
1322667672115548161,2020-10-31 22:32:01+00:00,"Under this President, the American dream is for EVERY American. https://t.co/jNtcQOZSzS",1164,662,3636
1322666162698801152,2020-10-31 22:26:01+00:00,"✅ Lifted 6.6 MILLION out of poverty

✅ Wages rose fastest for blue-collar workers

✅ Bottom 50% of households saw net worth increase 40%

✅ Poverty rate for Black &amp; Hispanic Americans hit RECORD LOWS

✅ Unemployment hit LOWEST LEVEL EVER for Black, Hispanic &amp; Asian Americans https://t.co/FT2x2BLw9E",613,675,2594
1322661633165053952,2020-10-31 22:08:01+00:00,"President @realDonaldTrump grew the strongest economy in history, with record-high incomes and record-low unemployment and poverty rates for Americans once left behind—including Black Americans, Hispanic Americans, and others. https://t.co/UQpsqdJ9rO",1184,1342,7226
1322657102486188033,2020-10-31 21:50:01+00:00,They said it couldn't be done. 🇺🇸 https://t.co/UGbfVSDRga,1004,1191,7381
1322652572210155525,2020-10-31 21:32:01+00:00,"American families have taken more money home under President @realDonaldTrump—hard-earned dollars that he believes should be spent by YOU, not by wasteful bureaucrats. https://t.co/lXLWXDhtHq",718,560,3126
1322640010412236806,2020-10-31 20:42:06+00:00,"President @realDonaldTrump supports our country's brave law enforcement officers.

Rather than defund police, he brought communities and officers TOGETHER to make policing safer.

Peaceful protesters must be protected.

Rioters, looters, and arsonists must be held accountable!",296,448,2573
1322639787333996544,2020-10-31 20:41:13+00:00,"""Rioters threw stones and bricks, and some 30 officers sustained injuries . . . 

After unrest this summer, the City Council reduced police funding by more than $33 million."" https://t.co/yMSqriatHa",533,701,2642
1322626394187321349,2020-10-31 19:48:00+00:00,"After decades of dependence on other nations for energy supplies, America finally gained the edge on energy under President @realDonaldTrump! 

From @SecBrouillette—how energy independence and dominance impacts national security, and more: https://t.co/RcAW12onhq",266,382,2048
1322593681526968320,2020-10-31 17:38:00+00:00,"Since President @realDonaldTrump’s election, natural gas production is UP 38 percent. 

Pennsylvania is now the second largest natural gas producing state in the USA! 🇺🇸 https://t.co/xf65O4exZC",704,1064,6252
1322589653279645696,2020-10-31 17:22:00+00:00,"During the expansion period of the previous Administration, 9,000 Pennsylvania manufacturing jobs were LOST.

Under President Trump, prior to the global pandemic, nearly 17,000 manufacturing jobs were CREATED in PA! 🇺🇸 https://t.co/s6aDzzvyTg",582,849,4427
1322575561743585285,2020-10-31 16:26:00+00:00,"The Trump Administration is sending Pennsylvania 3,850,000 rapid point-of-care COVID-19 tests! https://t.co/G6G8sykOXt",1000,332,1980
1322569522562232320,2020-10-31 16:02:00+00:00,"President @realDonaldTrump is in Pennsylvania today!

THANK YOU to Pennsylvania's doctors, nurses, first responders, and caregivers! https://t.co/caXpcf6dfm",653,493,2877
1322547884487790593,2020-10-31 14:36:02+00:00,Happy Halloween! https://t.co/QXrefVITCs,581,840,6740
1322343102191980544,2020-10-31 01:02:18+00:00,"""President Trump has outperformed his own goal by removing more than seven old regulations for every new regulatory action. Promises made, promises kept.""

How President @realDonaldTrump's deregulations ignited a Blue Collar Boom to lift up ALL Americans: https://t.co/VYQ5WAPNIK",897,771,4145
1322332461729222656,2020-10-31 00:20:01+00:00,"President @realDonaldTrump is standing up for the craftsmen, engineers, and factory workers who create the 🇺🇸 -made goods sold all over the world. https://t.co/nebOPeoJMl",1298,1326,8002
1322324988586721280,2020-10-30 23:50:19+00:00,"President @realDonaldTrump’s economic agenda is tailor-made to rebuild our great American middle class, transferring power from affluent white-collar professionals to workers, small businesses, manufacturers, and others once left behind by the failure of globalization.",245,344,2514
1322324987592757249,2020-10-30 23:50:19+00:00,"✅ Wage growth for lower-income Americans—those at the 10th percentile of the income distribution—has outpaced wage growth for wealthier Americans at the 90th percentile.
 
✅ Average real household income hit a record high in 2019, while poverty rates hit a record low.",167,355,2599
1322324986649059328,2020-10-30 23:50:19+00:00,"Under President @realDonaldTrump:
 
✅ Wage growth for workers has outpaced wage growth for managers.
 
✅ Wage growth for those without a bachelor’s degree has outpaced wage growth for those with a bachelor’s degree or higher.",391,642,3958
1322297728270061569,2020-10-30 22:02:00+00:00,"President @realDonaldTrump's pro-job policies are WORKING in Minnesota!
 
✅  More freedom for farmers and miners through deregulation
✅  Highest incomes since 1984
✅  USMCA expanding markets for dairy, medical products

MORE Minnesota successes: https://t.co/94wtk4MI9q",326,330,1718
1322279612269891585,2020-10-30 20:50:00+00:00,"Wisconsin is the dairy capital of the country, home to nearly a quarter of dairy farms nationwide.🐄  🧀 

President @realDonaldTrump renegotiated and replaced the NAFTA disaster with the new and improved USMCA to put our great American farmers FIRST! https://t.co/lxH88DBNfV",792,831,5214
1322275416221122561,2020-10-30 20:33:20+00:00,"As a private citizen, @realDonaldTrump knew that American workers deserved a better trade deal.

As President, he delivered it.

Promises Kept. 🇺🇸 https://t.co/CU3kuU7WQ0",1130,1264,5684
1322265767526715398,2020-10-30 19:55:00+00:00,"Wisconsin is receiving 1,750,000 rapid COVID-19 tests from the Trump Administration!  https://t.co/yEebs3KqCR",503,251,1570
1322262499912257536,2020-10-30 19:42:01+00:00,"President @realDonaldTrump's next stop: Wisconsin! 

THANK YOU to Wisconsin's doctors, nurses, caregivers, and first responders! https://t.co/z8ktNESra0",505,312,2020
1322239972464857089,2020-10-30 18:12:30+00:00,"Every day, the great men and women of American industries are proving that we CAN make a full, safe reopening—and an epic comeback. 🇺🇸 https://t.co/Pq4We0GN3W",521,870,4625
1322230787413053443,2020-10-30 17:36:00+00:00,The Trump Administration is sending 3 MILLION rapid COVID-19 test kits to Michigan!  https://t.co/xa4sTpIBof,839,407,2604
1322229877848899586,2020-10-30 17:32:23+00:00,"Michigan, President @realDonaldTrump is looking out for your essential and frontline workers—sending PPE supplies by the millions! https://t.co/bUkYIvdoNZ",450,318,1768
1322217111519961093,2020-10-30 16:41:39+00:00,"President @realDonaldTrump is on his way to MICHIGAN, WISCONSIN, and MINNESOTA! 🇺🇸 https://t.co/wBCHjjzJ3U",1348,1263,8781
1322197070531465217,2020-10-30 15:22:01+00:00,"President @realDonaldTrump's pro-growth policies got our economy into great shape before the pandemic.

We're making a record-setting rebound because of it. 🇺🇸 

Read more: https://t.co/DaQTQQYSok https://t.co/TWH4AD2Vgl",690,427,2657
1322178442222358531,2020-10-30 14:08:00+00:00,".@JaRonSmith45 interviewed Attorney General Bill Barr about the latest action taken as a result of President @realDonaldTrump's executive order on policing reform: establishing standards for certifying safe policing practices.

Watch their full conversation! ⬇️ https://t.co/kUQ9iZg21q",262,309,1548
1321997344225873922,2020-10-30 02:08:23+00:00,"Gorsuch.
Kavanaugh.
Barrett. 

Promises Made, Promises Kept 🇺🇸 https://t.co/QVZt7sFSg5",1849,1289,8161
1321988692001673217,2020-10-30 01:34:00+00:00,https://t.co/CxSxipdcei,817,1122,6811
1321972585941356544,2020-10-30 00:30:00+00:00,"""America’s imprisonment rate has dropped to its lowest level since 1995, led by a dive in the percentage of blacks and Hispanics sent to jail during the Trump administration."" ⬇️  https://t.co/tqoheL58RX",560,1470,6587
1321953459873132545,2020-10-29 23:14:00+00:00,Thanks to President @realDonaldTrump’s strong pre-pandemic foundation—and the extraordinary speed and scale of his support for American families and businesses—our nation’s economic recovery continues to beat expectations! https://t.co/wPbIC8FKRt,1335,832,4776
1321941385952612352,2020-10-29 22:26:01+00:00,The Trump Administration has constructed nearly 400 miles of new border wall system! https://t.co/GwxmMGoTYx,1792,1449,8538
1321928894493216768,2020-10-29 21:36:23+00:00,"More choice, lower costs, true competition, and the GREATEST care in the world for American patients! 🇺🇸 https://t.co/9yTSR95BNp",737,512,3102
1321922757425270784,2020-10-29 21:12:00+00:00,".@JaRonSmith45 &amp; @HHS_ASH: ""Addressing Sickle Cell Disease is one of the many ways President Trump’s Healthcare Plan is providing Americans with better care.""

We're committed to breaking down the long-standing barriers to care facing people with SCD. https://t.co/G1IVEi60Fn",312,376,2192
1321919485847228421,2020-10-29 20:59:00+00:00,"""Despite the media’s refusal to attribute proper credit, the president has delivered tangible health care results on behalf of the American people—resulting in better care, more choice, and lower costs,"" writes @SecretaryCarson.
 
Read more: https://t.co/aDMiHU1OIa",1216,857,4188
1321914749295230976,2020-10-29 20:40:10+00:00,"President @realDonaldTrump is changing the game on healthcare—putting America’s patients, families, and seniors FIRST! 🇺🇸 https://t.co/25YZpy07nz",1117,487,2613
1321911684546613248,2020-10-29 20:28:00+00:00,"As a result of President @realDonaldTrump's actions, health insurance companies will finally be required to disclose to the public the price they pay for covered services and prescription drugs. https://t.co/ywTRWdPrfh",682,1482,6721
1321903471315091463,2020-10-29 19:55:21+00:00,"""Too many Washington politicians have offered Indian Country all talk, but no action,"" write Brooke Rollins and Tara Sweeney. 

""President Trump’s collaborative and responsive approach to partnering with Native Americans represents a break from that past."" https://t.co/uz29bHWFbf",212,388,1934
1321885763806650368,2020-10-29 18:45:00+00:00,"Floridians take pride in keeping their nearly 700 miles of beaches clean.

The @realDonaldTrump Administration is investing $27 million to solve a global problem—plastic waste in the environment—with American ingenuity! 

More from @SecBrouillette: https://t.co/8ODtjeDUHZ",380,555,2556
1321873747125719040,2020-10-29 17:57:15+00:00,"In Florida, income for the average family increased $3,850 in President Trump’s first 3 years in office—3 times the total gains under 8 years of the last administration.",1772,1677,9366
1321865882931482624,2020-10-29 17:26:00+00:00,More than 6.6 MILLION rapid point-of-care COVID-19 tests are coming to Florida! https://t.co/XAWZFpx60e,383,203,1209
1321845309719351296,2020-10-29 16:04:15+00:00,"""I know the media, including most of the financial media, does not like President Trump, but this is when you have an obligation to share this news . . . It points to the American spirit, our resolve, the ability to come back!"" 🇺🇸 https://t.co/2yfD9I1VtU",942,1000,4200
1321840703698309121,2020-10-29 15:45:57+00:00,"Headlines don't do it justice—a major rebound, by the numbers! 👇 https://t.co/LqfE3sWJHw",626,1125,5093
1321821728159469568,2020-10-29 14:30:32+00:00,"As America reopens, President @realDonaldTrump's low tax rates, deregulation, energy independence, and good trade deals are giving momentum back to U.S. businesses! https://t.co/MENsJ5gHl8",885,1570,6551
1321817014755905536,2020-10-29 14:11:49+00:00,"Larry Kudlow: ""Since the data going back to 1947, we've never had anything remotely close to this... this thing was kicking on all cylinders."" 🔥 https://t.co/vxCKN9RjDI",826,2093,7934
1321812026386206721,2020-10-29 13:51:59+00:00,Real GDP jumped 33.1 PERCENT at an annual rate in the third quarter—the largest single quarter of economic growth ON RECORD. 🔥 https://t.co/7lTqCmMHL3,656,1025,4814
1321624899337785346,2020-10-29 01:28:25+00:00,"For too long, the political class—including party leaders, lobbyists, think tanks, media, and more—ignored the concerns of millions of American families.

The American people wanted change. The establishment didn’t listen. President Trump did.

1600 Daily: https://t.co/A68ueVC88u https://t.co/3mTYIXFm2B",1058,794,4218
1321580506392178689,2020-10-28 22:32:01+00:00,President @realDonaldTrump's commitment to strong border security has never been more important than during a global pandemic—and he is making sure that those who protect our border have what they need to do their job. https://t.co/uKRtndbNhj,1096,566,3749
1321578997340381188,2020-10-28 22:26:01+00:00,This Administration is committed to dismantling and combating human trafficking through all means available—including strong border security. https://t.co/s2ixXnT0Oj,322,565,3090
1321576983269154817,2020-10-28 22:18:01+00:00,The wall helps law enforcement officers stop more violent criminals—including gangs like MS-13—from coming into this country to repeat their offenses on American victims. https://t.co/XeJuon4rqW,733,447,2851
1321573963710009345,2020-10-28 22:06:01+00:00,"For years, inadequate barriers put our law enforcement on defense against the flow of deadly drugs and human smuggling at the southern border.

With President @realDonaldTrump, we're back in charge of our borders. https://t.co/3jAuoZeKvL",310,333,1641
1321568422841491456,2020-10-28 21:44:00+00:00,"""The Trump administration’s support for replacing dilapidated and insufficient barrier... was like hitting the jackpot.""

In Yuma, Arizona, the wall is transforming the way federal agents hold the line against human trafficking and deadly drugs. ⬇️  https://t.co/oeXf9RHcz1",273,414,2212
1321562382905335811,2020-10-28 21:20:00+00:00,"President @realDonaldTrump is in Arizona today——one of the most important states in America’s defense industrial base.

Spending in Arizona is up a full 72% in FY 2018-2019 compared to the last two years of the Obama administration! 

MORE: https://t.co/wNwjDNyEvA",219,283,1967
1321557855695196161,2020-10-28 21:02:00+00:00,"Arizona families are winning under President @realDonaldTrump's leadership! During his first 3 years:

✅  Real income for the average family increased $9,800—the HIGHEST LEVEL ON RECORD

✅  The poverty rate fell 6.2 percentage points—the LOWEST RATE ON RECORD https://t.co/2BOTkT1KHx",500,514,2606
1321547792410681349,2020-10-28 20:22:01+00:00,"“The sluggish first five months of the Obama-Biden recovery led to the slowest recovery in U.S. history,” Douglas Carr writes.

“The Trump administration’s first five months of recovery are the nation’s fastest ever.”

More in today's West Wing Reads: https://t.co/DaQTQQYSok https://t.co/7nFgzMKjXt",721,452,2319
1321537217152622593,2020-10-28 19:40:00+00:00,The Grand Canyon State is set to receive more than 2 million rapid point-of-care COVID-19 test kits! https://t.co/JhlwC1adsC,847,425,3381
1321524198058217484,2020-10-28 18:48:16+00:00,"For years, Washington bureaucracy turned its back on Rural America.

NOT under President @realDonaldTrump.

His Administration is working hard to invest in rural communities, help solve their challenges, &amp; make life better for once-forgotten men and women: https://t.co/edIn0mlxm9 https://t.co/ZpFb34RzN7",629,516,2727
1321509330143875072,2020-10-28 17:49:11+00:00,"920,000 rapid point-of-care COVID tests are being shipped to Nevada!

They'll support testing for students, teachers, nursing home patients and staff, first responders &amp; more. https://t.co/qoJf19KQav",488,325,1774
1321497452927688704,2020-10-28 17:01:59+00:00,"""In the current administration, I see allies: a president who is committed to a long-term partnership between tribal interests and the federal government, and a first lady who understands that poverty and victimization should never be a birthright.""  https://t.co/yb1HbrlBwu",395,316,1825
1321493428841140228,2020-10-28 16:46:00+00:00,"Native American communities are facing a crisis of missing and murdered American Indians and Alaska Natives, particularly women and children.

On October 10, President @realDonaldTrump took another decisive action to combat this tragedy.  https://t.co/wZskCpMaEN",659,1146,5580
1321485624919154688,2020-10-28 16:14:59+00:00,"""Key to [economic] recovery is the need to explore and responsibly develop America’s energy and minerals,"" Wyoming @GovernorGordon writes.

""This president recognizes that a healthy country must be free."" https://t.co/Hsxv3sVSpo",241,268,1403
1321257377107161089,2020-10-28 01:08:01+00:00,"""Trump rebuilt the military (which the Obama-Biden administration depleted), and then used this potential firepower... to forge peace through strength,"" Deroy Murdock writes.

West Wing Reads: https://t.co/DaQTQQYSok https://t.co/Ou0bIHsSXH",942,588,3505
1321249823400579072,2020-10-28 00:38:00+00:00,"Modern, reliable, and affordable power is a cornerstone for prosperity in rural America.

The Trump Administration is investing nearly $42 million into electric infrastructure in Nebraska, Iowa, and Missouri! ⚡  https://t.co/9YPuLENqQs",357,428,2186
1321246303515516929,2020-10-28 00:24:00+00:00,"Nebraska families have more money in their wallets thanks to President @realDonaldTrump.

Income for the typical Nebraska family increased $9,800 during this President's first three years in office—more than THREE TIMES the total gains under the previous administration. https://t.co/LpeN6fkTzf",742,662,4345
1321242774520430593,2020-10-28 00:09:59+00:00,"President @realDonaldTrump's Administration is always looking for ways to forge new partnerships with rural America.

11 Nebraska food entrepreneurs and agricultural producers have been awarded grants to develop new products and expand their businesses! 🚜 https://t.co/9KnpfudB7f",198,286,1614
1321240512133767169,2020-10-28 00:01:00+00:00,"The Farmers To Families Food Box Program has put 110 million boxes of fresh meat, dairy, and produce on tables around the country.

Last week, the President authorized $500 million for the fourth round of food boxes to support farmers and families alike! https://t.co/XJkYaVduUf",222,335,1756
1321237747001151495,2020-10-27 23:50:00+00:00,"Rapid point-of-care COVID tests are an important step toward a full and safe reopening. 

The @realDonaldTrump Administration is sending 580,000 to Nebraska communities! https://t.co/mHfaSUPODD",270,189,1121
1321236740078772225,2020-10-27 23:46:00+00:00,The Trump Administration is dedicated to getting PPE to frontline workers across Nebraska! https://t.co/1jhH32JLBK,610,300,1866
1321235442814124035,2020-10-27 23:40:51+00:00,"President @realDonaldTrump is heading to Nebraska, where Medicare health plan premiums are down 12% under his Administration. https://t.co/2yp8CI1oFZ",335,461,2929
1321203769976250369,2020-10-27 21:35:00+00:00,"President @realDonaldTrump and @HHSGov are sending 1,750,000 rapid point-of-care tests to Wisconsin!  https://t.co/ojBBAQMmfG",551,336,1951
1321200500944052226,2020-10-27 21:22:00+00:00,"While previous administrations prioritized creating regulations over creating jobs, President Trump has been cutting red tape since DAY ONE.

Deregulation has bolstered a number of Wisconsin industries, including the petroleum industry, which supports nearly 20,000 jobs! https://t.co/EJ7NitifDT",550,605,3704
1321188674294423553,2020-10-27 20:35:01+00:00,"President @realDonaldTrump's next stop: Wisconsin! 

Since the passage of the Trump Administration’s tax cuts, nearly 2 MILLION Wisconsin households have benefited from the doubled standard tax deduction! https://t.co/ZTkgfVGGSa",314,428,2966
1321180869399293952,2020-10-27 20:04:00+00:00,"In Michigan, natural gas:

➡️ Accounts for $13.6 billion in economic output

➡️ Directly employs 23,000 workers

➡️ Supports an additional 24,000 jobs

➡️ Supplies over 20% of homes

President @realDonaldTrump is protecting fracking and the natural gas industry! https://t.co/tILOzYYspH",301,444,2086
1321177852428079105,2020-10-27 19:52:00+00:00,"Canada and Mexico are the two largest export destinations for Michigan’s 80,000 farmers, accounting for over $1 billion in exports.

Under President Trump's USMCA, dairy farmers across the state will be able to sell more to Canada than ever before! https://t.co/QpXg6tyP7M",270,385,2200
1321174887411712000,2020-10-27 19:40:14+00:00,"President @realDonaldTrump's tax relief on mortgages helped raise the Michigan homeownership rate by 3%.

Under the Obama Administration, the homeownership rate FELL 2.4%.

Michigan's middle class is growing stronger on President Trump's watch!",250,413,2053
1321171306306555905,2020-10-27 19:26:00+00:00,"Michigan families are winning under President @realDonaldTrump!

Real, inflation-adjusted median household income in Michigan increased by $5,292 in just 2 years following the passage of President Trump's tax cuts—compared to a $2,000+ decline under the last administration. https://t.co/rT5peQ98JX",568,767,4193
1321167277157457920,2020-10-27 19:09:59+00:00,"Michigan suffered under 2 of the worst trade deals in our history, losing hundreds of thousands of manufacturing jobs and seeing auto sector employment cut in half.

President Trump broke from the failures of the past and stood up for blue collar America. https://t.co/SnowSVNqDQ",470,400,2052
1321160232979046403,2020-10-27 18:42:00+00:00,The Trump Administration is sending 3 million rapid point-of-care COVID tests to Michigan! https://t.co/xWBNAdC8U4,715,466,2480
1321154094996856835,2020-10-27 18:17:36+00:00,"President @realDonaldTrump is on his way to Michigan, Wisconsin, and Nebraska! 🇺🇸 🇺🇸 🇺🇸 https://t.co/SXjJDuVxOn",1107,1307,9679
1321086075419430917,2020-10-27 13:47:19+00:00,https://t.co/x6dF1rxGBD,504,565,5642
1320927421449805825,2020-10-27 03:16:53+00:00,"After a unanimous vote by the Judiciary Committee last week, tonight the Senate confirmed Amy Coney Barrett to become the 115th Associate Justice on the United States Supreme Court.

She was sworn in shortly after at the White House.

1600 Daily: https://t.co/A68ueVC88u https://t.co/IsKf8UsRSJ",580,748,5526
1320909845487357952,2020-10-27 02:07:03+00:00,"""I am grateful for the confidence you have expressed in me, and I pledge to you and to the American people that I will discharge my duties to the very best of my ability."" https://t.co/jfQGNJwKLk",1232,2073,14497
1320908895401971719,2020-10-27 02:03:16+00:00,Justice Amy Coney Barrett has taken her Constitutional oath! https://t.co/OWPUuQZA5Y,1127,1880,14458
1320904384717475841,2020-10-27 01:45:21+00:00,"""We ask God to give you wisdom and courage."" https://t.co/94P8UlO8Xj",872,1191,8702
1320903354554396678,2020-10-27 01:41:15+00:00,"""We must never lose confidence in our history, our heritage, or in our heroes."" https://t.co/WMkfrsbNqc",441,650,4869
1320902158871633923,2020-10-27 01:36:30+00:00,"""I want every American child watching to understand that this is a very special and important ceremony. 

We are fulfilling the duty that passes to each new generation to sustain the national traditions and virtues that make possible everything we have achieved."" https://t.co/eNIJ5zZU39",646,812,5012
